lon,lat,rotrate,fix,mov
-75.52563953948679,-33.39184203742835,0.45500465938320833,1111,2
50.469437786723404,26.969214891737675,0.4054659872396044,1111,3
-87.3088878622815,-33.57337073429988,0.8840612895432836,1111,4
-77.41442754006864,-30.90341405259092,0.4880772019521467,1111,6
67.66804602282183,34.70258891355307,0.7822979152660129,1111,7
17.165950209417836,34.475068105940366,0.24997699478207003,1111,8
68.55538511557157,29.306967190788328,0.9132518416302531,1111,9
-65.41815757646198,-17.315102199408983,0.40593683086901994,1111,10
-75.96751856285547,-32.330456233862485,0.45470978153906855,1111,11
36.55283196041681,42.95818851340839,0.30625876049921985,1111,13
67.43366194093991,24.831702467521744,0.8370772815294824,1111,14
-68.1467216896102,-14.502470054273761,0.48448547346817705,1111,15
-82.42396900207703,-27.175217194761583,1.044168581347366,1111,16
56.63807088880757,20.033769612626312,0.5070989007881035,1111,17
67.91688815500284,25.639136811098044,0.7767145913972986,1111,18
61.202854648068914,36.29147757282036,0.5725793433766341,1111,20
-71.6281412282852,-17.534864172116087,0.48735561343893585,1111,23
-69.4206003324125,-13.2187152255288,0.4328416987831529,1111,24
34.711658569940354,50.66531200532741,0.32262236667544386,1111,25
-79.54422350976213,-21.54882037467683,0.7750302855337105,1111,26
-80.68357264759328,-20.84993736554978,1.0113648313827208,1111,27
-84.29522159942161,-25.371139478814964,2.169746146707425,1111,28
-72.78780768093996,-8.977258920821267,0.44797455299074096,1111,30
-73.75097988790944,-33.611129434100775,0.5083533936239708,1111,31
-78.63235815401949,-19.906880568459467,0.8364772764382841,1111,34
-79.75748346406132,-20.992156759790962,0.968344400687045,1111,35
-83.29058868800378,-24.596587939513334,1.5927272348021604,1111,36
-82.5184345918536,-25.450438451681144,2.0817964419611505,1111,37
-78.84448136389123,-20.700960902950836,0.8508316842450745,1111,38
-70.24123642689246,-13.160787303265902,0.445492684803745,1111,39
-76.5596566231152,-35.1248463240995,0.5049781377825057,1111,40
-79.95834147342251,-37.55402250175227,0.4544127076659013,1111,41
-78.1387558116049,-37.58434566852436,0.47918214917927426,1111,42
-84.6591948136098,-23.481628663708562,1.5806844772680066,1111,43
-84.79843214575688,-23.265215745390215,1.166413109910824,1111,44
-97.9321757542627,-14.617181322908923,0.27482498995226057,1111,45
-94.90926717402897,-16.304628687479003,0.33311531624457424,1111,46
-112.79892009629299,-0.894830540038335,0.15857957919769014,1111,47
101.69480049468007,26.66183689704427,3.9871356647892435,1111,48
-87.2429639790543,-17.779196921880754,0.6493874074954757,1111,49
-85.67573616499537,-21.98659149116786,1.0141967215893235,1111,50
-78.17353585098617,-34.84537858531721,0.4636446503233987,1111,51
-90.74178881694868,-16.592800143999025,0.45847639039342103,1111,52
-83.42289402052876,-20.696768199408734,0.8640325364950467,1111,53
-83.34869135379451,-22.687498552902877,1.159497967209754,1111,54
-98.25343813604927,-8.390372531540644,0.24922865994882096,1111,55
-92.87488097105894,-13.741791680183436,0.45921538094325765,1111,57
-85.35401683148403,-20.525254955116957,0.7904335802536333,1111,58
-84.86031112827709,-24.870904145345175,0.9443184311372417,1111,59
-88.75998280788426,-19.12201269163722,0.5535575943446118,1111,61
-79.00819854435,-24.627269602173815,0.8606641621327784,1111,62
-80.64230030320887,-21.62682333334858,0.5805133665240814,1111,63
107.48591489720881,26.119609458857365,0.9113836309752704,1111,64
-92.5531796473106,-11.324804227711022,0.30100542909878214,1111,65
104.82360138954604,25.380086008461713,1.982927379711846,1111,66
103.74589436912304,24.51810046395863,3.0331365503343006,1111,67
40.31772138739102,26.179436867010875,0.54214802252806,1111,68
-83.16384777866968,-24.07501722164626,1.3802665542364039,1111,69
-81.56103866893301,-23.905195110698173,1.111059259236237,1111,70
-81.86058376572316,-24.20329165439546,1.382998656905635,1111,71
-91.95804729658994,-5.675594023777601,0.33325210444767384,1111,72
-82.92879652310698,-26.306226801478246,3.3685689083880392,1111,73
-84.44851550132489,-25.600451267276565,0.8285655688114135,1111,74
-83.43772903668325,-26.360036196044547,3.369145614269286,1111,75
-82.42396570172912,-25.178705474163507,2.172778369527386,1111,77
-82.33323959873502,-25.72348217795618,1.8732967114677357,1111,78
-81.8864625070758,-25.476688711544828,3.675132059803647,1111,79
93.29834416265939,34.97133742157058,0.3513271207755524,1111,80
-78.14880885461977,-20.169380999852514,1.18273351765739,1111,81
-83.7428467225879,-24.786357470262978,0.8480918023188063,1111,82
-81.73839472121817,-25.387881785738,4.61884672647609,1111,83
-82.15096746110488,-24.380369033529597,2.5165032804567855,1111,84
-82.29162701229922,-25.222351337529748,2.2128765970967543,1111,85
-82.13612243939026,-27.107091961752,1.1813808087871016,1111,86
-82.38668240871934,-25.2512010687575,2.236307118327624,1111,87
-81.80736180051841,-23.32591251562878,2.677502801488976,1111,88
72.40557510042753,50.59411470498723,0.3664993296748087,1111,89
-80.26839495241036,-22.521138034434212,2.3969688959933264,1111,90
-77.7629852881587,-21.335083995050983,1.5860373944057102,1111,91
-79.64652592230627,-16.10519324252473,0.5875759342584949,1111,92
-76.01935893188572,-14.637706502183544,0.3697646862368932,1111,93
-78.7934872597677,-22.21858433106415,1.8864264119677996,1111,94
115.53680589182147,36.08157645330879,0.3795985367782793,1111,95
105.71552801973941,26.236172313469208,1.1070063087213546,1111,96
106.61573029608203,28.250373739874586,1.1638340416894528,1111,97
-103.21618018748998,25.45649273897592,0.08708001981580135,1111,98
105.92193465356814,25.757532899894574,0.7359272795126783,1111,100
23.507380305424547,28.751656812882377,0.23474545559963464,1111,101
-79.14080031052403,-22.439614198200736,1.8945138571192934,1111,102
-84.32283742768657,-36.956834884306275,0.788378934812852,1111,103
-67.67411088644607,-14.708379789354467,0.20491230292910867,1111,104
-83.13250538939245,-33.36561145927229,0.7097941808045154,1111,105
44.722674948575566,29.080067319704312,0.41354299736657446,1111,106
66.13158866800443,36.10645902843803,1.5027012974586278,1111,107
-78.85858961794469,-25.461451724230127,0.9460336368806271,1111,108
-80.63340149787008,-17.16742181146853,0.32293114054119065,1111,109
-78.83848082222102,-20.326563937978925,0.41102995147737803,1111,110
-76.91965670968663,-17.223599195175122,0.2688594910383616,1111,111
-75.5442750604811,-18.20334879571547,0.25472354461561064,1111,112
-75.64818502924625,-27.63143890382478,0.3482985445360357,1111,113
-47.90102393333168,48.33698579452953,0.07138036429814094,1111,114
-65.06839233050233,15.518567786124155,0.05632807325654032,1111,115
-34.78566993669264,71.21085059677516,0.08665646139604137,1111,116
-72.13242903489339,-16.593554065878166,0.23397780579365188,1111,117
79.10535218400314,60.07510240761831,0.17113128862321178,1111,118
-69.36406468977961,2.1542372394009264,0.11546860581762694,1111,119
-75.95922683504699,-25.755227536785977,0.40145777876736194,1111,120
98.99412980448338,44.88159600131092,0.37871947919070936,1111,121
77.6614966163436,62.80601856500632,0.12593642149683656,1111,122
-51.008847656542,-14.828828850477668,0.3333475853221938,1111,123
-77.95247739903186,-21.149781838454956,2.0357955863271315,1111,124
-86.29932602683554,-35.292673753649275,1.3003030419302275,1111,125
148.83114860880326,64.23591087977773,0.09531268934191157,1111,126
106.8764691134493,27.060915278584186,0.561880776734892,1111,127
116.30379447130028,54.36480090468244,0.163341974671465,1111,132
109.90955730281188,46.8949031329323,0.33511165017545347,1111,133
-73.76049028034244,0.8175466791763345,0.059324161230639195,1111,134
-74.91837182139966,-20.167354381036827,0.11915674008720961,1111,135
-69.6318910040237,-8.492943831797634,0.0904402019380185,1111,137
89.07265100166393,51.65191330497991,0.25222252506137954,1111,138
-75.3109848379641,-26.912981889385268,0.37228969556083685,1111,139
-59.12804548349083,7.757821879803704,0.11377992669089251,1111,140
40.36671282701963,64.19329931809732,0.1150182948197304,1111,141
