longitude,latitude,fid,e_vel,n_vel,e_err,n_err,station,ref
68.269,24.353,"7080",6.371,30.031,0.35,0.32,JATI,Schiffman_GRL_2013
67.954,30.354,"7081",7.516,19.194,0.45,0.43,CHTR,Schiffman_GRL_2013
67.942,30.105,"7082",5.93,20.306,0.38,0.37,HRNI,Schiffman_GRL_2013
67.902,25.897,"7083",6.91,28.938,0.3,0.27,RANI,Schiffman_GRL_2013
67.712,30.194,"7084",8.682,19.563,0.66,0.6,SHRG,Schiffman_GRL_2013
67.704,30.406,"7085",11.392,17.597,0.5,0.47,ZART,Schiffman_GRL_2013
67.7,30.816,"7086",7.565,16.475,0.64,0.61,MUSB,Schiffman_GRL_2013
67.579,30.226,"7087",4.845,21.454,0.54,0.54,KHST,Schiffman_GRL_2013
67.45,24.142,"7088",6.089,29.083,0.34,0.31,KETI,Schiffman_GRL_2013
67.291,30.437,"7089",3.434,19.371,0.52,0.49,KACH,Schiffman_GRL_2013
67.113,24.931,"7090",6.846,29.257,0.13,0.11,KCHI,Schiffman_GRL_2013
66.991,30.166,"7091",-1.814,20.388,1.08,0.28,QTAG,Schiffman_GRL_2013
66.989,30.163,"7092",-5.971,8.527,0.23,0.2,QTIT,Schiffman_GRL_2013
66.923,30.3,"7093",2.263,16.892,0.54,0.51,GULH,Schiffman_GRL_2013
66.87,30.566,"7094",2.866,16.336,0.31,0.3,SARN,Schiffman_GRL_2013
66.66,30.731,"7095",2.002,12.375,0.29,0.27,QILA,Schiffman_GRL_2013
66.601,29.106,"7096",5.371,18.083,0.74,0.71,KALT,Schiffman_GRL_2013
66.587,30.83,"7097",3.765,12.474,0.89,0.87,SHBG,Schiffman_GRL_2013
66.451,30.914,"7098",0.544,6.723,0.25,0.23,CHMC,Schiffman_GRL_2013
66.263,28.491,"7099",0.967,14.374,0.81,0.77,SURA,Schiffman_GRL_2013
66.224,26.195,"7100",6.043,29.076,0.49,0.46,LAKC,Schiffman_GRL_2013
66.129,26.182,"7101",7.004,25.391,0.75,0.69,SHFD,Schiffman_GRL_2013
65.605,26.393,"7102",5.863,13.293,0.85,0.79,ZHAO,Schiffman_GRL_2013
65.226,26.449,"7103",5.778,12.572,1.27,1.17,BEDI,Schiffman_GRL_2013
64.634,25.209,"7104",2.934,13.042,1.15,1.06,ORMA,Schiffman_GRL_2013
64.11,26.978,"7105",2.267,2.198,0.78,0.72,PANG,Schiffman_GRL_2013
63.468,25.259,"7106",4.938,17.038,1.11,0.96,PASN,Schiffman_GRL_2013
62.32,25.144,"7107",5.608,7.903,0.34,0.3,GWAD,Schiffman_GRL_2013
116.98,39.76,"7108",3.088,-2.26,1.1,1.1,A099,Shen_PersComm_2013
117.27,39.73,"7109",4.487,-1.16,0.8,0.8,A107,Shen_PersComm_2013
117.15,38.71,"7110",1.874,0.64,0.8,0.8,A113,Shen_PersComm_2013
118.85,39.22,"7111",1.976,-3.259,0.8,0.8,A146,Shen_PersComm_2013
115.3,38.42,"7112",5.278,-0.259,0.8,0.8,C004,Shen_PersComm_2013
116.3,37.7,"7113",4.265,-1.059,0.8,0.8,C010,Shen_PersComm_2013
115.96,36.94,"7114",5.158,-1.259,0.8,0.8,C020,Shen_PersComm_2013
114.46,37.08,"7115",4.663,-3.058,1.6,1.3,C024,Shen_PersComm_2013
115.03,35.72,"7116",3.246,-1.358,1.6,1.3,C037,Shen_PersComm_2013
113.18,33.78,"7117",5.631,-1.858,1.8,1.4,C054,Shen_PersComm_2013
98.93,36.77,"7118",9.101,3.558,1.2,1.2,CJ06,Shen_PersComm_2013
102.65,37.89,"7119",4.506,1.352,1,1,CX19,Shen_PersComm_2013
111.65,39.92,"7120",3.705,-1.457,1.2,1.1,D010,Shen_PersComm_2013
98.56,31.77,"7121",22.044,-4.842,3,1.5,DS11,Shen_PersComm_2013
98.2,33.06,"7122",18.76,3.659,1.2,1,DS40,Shen_PersComm_2013
122.07,41.07,"7123",0.888,1.44,0.8,0.8,E034,Shen_PersComm_2013
122.46,40.63,"7124",2.182,-1.759,1,1,E044,Shen_PersComm_2013
101.27,25.74,"7125",5.577,-9.446,1.7,1.3,EJ01,Shen_PersComm_2013
115.83,28.73,"7126",4.474,-2.557,2.5,2.4,F013,Shen_PersComm_2013
118.72,25.34,"7127",10.038,-7.858,1,0.9,F019,Shen_PersComm_2013
114.7,23.72,"7128",5.733,-2.557,1.5,1.7,FN01,Shen_PersComm_2013
104.48,34.85,"7129",8.365,0.35,0.8,0.8,G119,Shen_PersComm_2013
96.06,38.97,"7130",10.138,2.762,1.3,1.3,GA13,Shen_PersComm_2013
98.78,38.81,"7131",6.228,4.557,1.3,1.2,GA15,Shen_PersComm_2013
96.82,37.6,"7132",6.317,7.26,1.4,1.3,GA20,Shen_PersComm_2013
97.81,37.35,"7133",7.313,6.959,1.3,1.3,GA24,Shen_PersComm_2013
99.32,37.34,"7134",6.908,5.956,1.2,1.2,GA25,Shen_PersComm_2013
98.46,36.44,"7135",8.999,6.658,1.2,1.2,GA28,Shen_PersComm_2013
101.68,26.05,"7136",8.079,-13.647,0.8,0.8,H122,Shen_PersComm_2013
88.9,39.24,"7137",0.459,9.976,1.3,1.3,HOTL,Shen_PersComm_2013
86.87,44.18,"7138",3.835,9.182,0.9,1,I022,Shen_PersComm_2013
90.42,38.38,"7139",7.044,9.274,3.3,3.5,MULI,Shen_PersComm_2013
100.27,30.23,"7140",13.323,-6.345,1.2,1.2,NR02,Shen_PersComm_2013
85.14,37.12,"7141",1.54,11.386,1.8,2,SLUB,Shen_PersComm_2013
91.08,38.76,"7142",4.947,5.572,1.9,1.9,V003,Shen_PersComm_2013
91.91,38.09,"7143",8.137,5.67,1.4,1.4,V303,Shen_PersComm_2013
96.5,32.27,"7144",23.154,4.261,1.7,1.9,Y226,Shen_PersComm_2013
98.91,31.95,"7145",15.346,1.957,0.9,1,Y266,Shen_PersComm_2013
99.94,26.62,"7146",1.988,-13.144,0.9,0.9,Y295,Shen_PersComm_2013
101.02,25.31,"7147",0.273,-11.846,0.9,0.8,Y310,Shen_PersComm_2013
101.31,27.59,"7148",11.595,-11.746,0.8,0.8,Y319,Shen_PersComm_2013
85.139,31.019,"7149",7.064,19.185,3.5,3.4,TCOQ,Shen_PersComm_2013
135.052,48.473,"7150",0.658,0.421,0.8,1,GEO0,Shestakov_GJI_2010
138.254,49.217,"7151",1.585,2.626,1.4,2,GOBL,Shestakov_GJI_2010
139.641,49.079,"7152",0.907,-0.268,1.6,1.2,VANI,Shestakov_GJI_2010
136.995,49.484,"7153",0.616,1.433,0.8,2.2,LID6,Shestakov_GJI_2010
132.891,42.828,"7154",-1.337,-0.143,0.4,0.4,NKHD,Shestakov_GJI_2010
132.166,43.698,"7155",0.894,2.13,1.2,2.2,GRNT,Shestakov_GJI_2010
134.893,45.898,"7156",4.219,1.194,1.2,1,ROSH,Shestakov_GJI_2010
135.818,44.346,"7157",-1.316,0.646,2.2,0.8,SMHK,Shestakov_GJI_2010
136.601,45.062,"7158",-0.155,2.271,0.8,1.8,TERN,Shestakov_GJI_2010
132.196,43.36,"7159",1.243,-0.265,0.6,0.6,ARTM,Shestakov_GJI_2010
135.59,48.1,"7160",-0.127,0.309,0.8,0.8,ZMEY,Shestakov_GJI_2010
134.08,45.81,"7161",1.069,2.459,1.2,1.2,MALI,Shestakov_GJI_2010
135.06,46.0,"7162",-1.234,0.122,1,2,EAST,Shestakov_GJI_2010
135.44,45.4,"7163",-0.584,-0.015,1.6,1.4,BURS,Shestakov_GJI_2010
135.82,45.11,"7164",0.323,3.346,1.4,1.6,NEBO,Shestakov_GJI_2010
136.31,44.73,"7165",-0.066,0.625,2,1.8,PLST,Shestakov_GJI_2010
142.065,49.076,"7166",-3.943,0.973,0.8,1,UGLG,Shestakov_GJI_2010
142.946,53.602,"7167",-4.951,-0.712,1,1.2,OKHA,Shestakov_GJI_2010
119.923,26.169,"7168",1.715,-1.03,0.2,0.2,MATZ,Shin_TAOS_2011
93.897,21.383,"7169",4.558,26.469,1.96,1.26,MIND,Simons_JGR_2007
107.313,20.999,"7170",8.865,-2.999,0.99,0.72,CAMP,Simons_JGR_2007
97.094,20.75,"7171",2.764,-1.009,1.81,1.23,TAUN,Simons_JGR_2007
98.973,18.771,"7172",5.334,0.142,0.44,0.31,CHMI,Simons_JGR_2007
99.371,18.335,"7173",4.87,0.876,0.42,0.25,OTRI,Simons_JGR_2007
102.747,17.865,"7174",6.285,-1.965,1.53,0.96,NNKI,Simons_JGR_2007
94.537,17.692,"7175",11.735,30.695,2.04,1.49,LAUN,Simons_JGR_2007
99.862,17.161,"7176",6.106,0.226,1.16,0.89,SISM,Simons_JGR_2007
97.715,16.938,"7177",5.273,1.9,1.67,1.24,HPAA,Simons_JGR_2007
108.263,16.004,"7178",6.795,-1.503,1.17,0.79,NONN,Simons_JGR_2007
100.013,15.384,"7179",7.65,-0.633,0.43,0.32,UTHA,Simons_JGR_2007
104.871,15.245,"7180",6.981,-1.564,0.87,0.64,UBRT,Simons_JGR_2007
104.416,14.901,"7181",6.933,-1.398,0.45,0.32,SRIS,Simons_JGR_2007
100.607,13.668,"7182",7.908,0.273,0.46,0.3,BNKK,Simons_JGR_2007
101.045,13.121,"7183",6.606,-0.012,0.42,0.28,CHON,Simons_JGR_2007
101.033,12.764,"7184",6.195,-0.705,4.56,2.96,RYNG,Simons_JGR_2007
99.076,10.61,"7185",8.32,1.613,0.47,0.28,BANH,Simons_JGR_2007
98.308,8.105,"7186",8.668,3.971,0.57,0.37,PHKT,Simons_JGR_2007
101.097,6.733,"7187",4.373,0.084,6.91,4.36,PATN,Simons_JGR_2007
101.126,4.588,"7188",7.333,1.873,0.57,0.42,IPOH,Simons_JGR_2007
101.517,3.765,"7189",6.176,2.114,1.28,0.98,BEHR,Simons_JGR_2007
103.64,1.566,"7190",6.139,-0.95,0.59,0.43,UTMJ,Simons_JGR_2007
94.184,29.189,"7191",15.394,7.737,1,0.8,MLX1,Sol_Geology_2007
96.763,29.505,"7192",12.811,-4.236,0.9,0.8,RWZ1,Sol_Geology_2007
97.217,29.153,"7193",10.953,-5.305,1,0.8,GYX1,Sol_Geology_2007
95.738,29.87,"7194",17.157,0.393,1.2,0.9,ZMZ1,Sol_Geology_2007
95.085,30.103,"7195",17.63,5.434,1.9,1.7,TOM1,Sol_Geology_2007
94.724,29.737,"7196",16.83,4.945,1,0.8,LLZ1,Sol_Geology_2007
94.892,29.541,"7197",15.069,3.355,1,0.8,PQX1,Sol_Geology_2007
93.339,29.9,"7198",17.33,9.12,1,0.8,GBD1,Sol_Geology_2007
97.778,29.727,"7199",11.854,-6.205,1.3,1.1,ZUG1,Sol_Geology_2007
92.066,23.241,"7200",8.911,36.279,1.8,1.6,DIGH,Steckler_PersComm_2012
105.852,14.119,"7201",5.194,-1.339,0.88,0.62,KHON,Subarya_PersComm_2012
64.11,26.98,"7202",2.327,2.816,0.8,0.7,PANG,Szeliga_JGR_2012
65.23,26.45,"7203",5.761,12.922,1.3,1.2,BEDI,Szeliga_JGR_2012
65.61,26.39,"7204",6.675,14.091,0.8,0.8,ZHAO,Szeliga_JGR_2012
66.45,30.91,"7205",1.071,6.864,0.3,0.2,CHMC,Szeliga_JGR_2012
66.59,30.83,"7206",4.75,12.325,0.9,0.9,SHBG,Szeliga_JGR_2012
66.13,26.18,"7207",7.001,25.621,0.8,0.7,SHFD,Szeliga_JGR_2012
66.66,30.73,"7208",2.523,12.457,0.3,0.3,QILA,Szeliga_JGR_2012
66.89,30.0,"7209",-0.12,15.156,3.2,2.7,LAKP,Szeliga_JGR_2012
66.87,30.57,"7210",0.862,14.247,0.3,0.3,SARN,Szeliga_JGR_2012
66.989,30.163,"7211",-6.384,8.899,0.3,0.2,QTIT,Szeliga_JGR_2012
66.991,30.166,"7212",-1.086,20.199,1.1,0.3,QTAG,Szeliga_JGR_2012
67.113,24.931,"7213",6.186,29.148,0.1,0.1,KCHI,Szeliga_JGR_2012
67.29,30.44,"7214",3.538,20.128,0.5,0.5,KACH,Szeliga_JGR_2012
67.16,30.57,"7215",-1.965,15.373,0.5,0.5,SURB,Szeliga_JGR_2012
68.82,27.73,"7216",4.665,29.875,0.1,0.1,SIBA,Szeliga_JGR_2012
69.13,34.574,"7217",3.791,8.202,0.3,0.4,KBUL,Szeliga_JGR_2012
71.487,34.004,"7218",2.369,26.352,0.1,0.3,NCEG,Szeliga_JGR_2012
107.313,20.999,"7219",7.942,-4.171,1.08,1.04,CAM1,Tran_JGeodyn_2013
105.738,21.849,"7220",8.134,-3.608,1.06,1.04,XUY0,Tran_JGeodyn_2013
105.336,21.853,"7221",6.651,-3.097,1.08,1.05,OAN0,Tran_JGeodyn_2013
105.202,21.677,"7222",6.827,-3.11,1.08,1.06,DOI0,Tran_JGeodyn_2013
105.826,21.308,"7223",6.113,-3.065,0.81,0.8,SOC1,Tran_JGeodyn_2013
105.638,21.455,"7224",5.63,-3.412,1.01,0.99,TAM2,Tran_JGeodyn_2013
105.33,21.361,"7225",6.341,-2.938,0.76,0.75,HUN1,Tran_JGeodyn_2013
105.186,21.475,"7226",6.452,-3.514,0.78,0.77,NTH0,Tran_JGeodyn_2013
105.181,21.191,"7227",6.007,-3.415,0.77,0.76,SON1,Tran_JGeodyn_2013
105.033,21.384,"7228",6.101,-3.792,0.79,0.78,LAP1,Tran_JGeodyn_2013
105.373,21.097,"7229",5.365,-2.317,0.79,0.78,BAV1,Tran_JGeodyn_2013
105.178,20.864,"7230",7.135,-2.626,0.86,0.84,HOA1,Tran_JGeodyn_2013
104.458,21.691,"7231",8.215,-3.505,1.06,1.04,NAM0,Tran_JGeodyn_2013
103.236,21.931,"7232",5.909,-2.243,1.8,1.73,HAM1,Tran_JGeodyn_2013
103.051,22.131,"7233",8.182,-3.92,1.78,1.71,DON1,Tran_JGeodyn_2013
103.029,21.792,"7234",7.869,-2.946,1.79,1.72,LEM1,Tran_JGeodyn_2013
104.245,21.189,"7235",5.586,-4.958,2.01,1.76,MON1,Tran_JGeodyn_2013
104.172,21.131,"7236",6.187,-3.616,1.98,1.74,NOI1,Tran_JGeodyn_2013
104.064,21.203,"7237",6.594,-5.124,2,1.75,LOT1,Tran_JGeodyn_2013
103.943,21.306,"7238",7.04,-4.114,2.01,1.76,QTA2,Tran_JGeodyn_2013
104.167,20.984,"7239",5.53,-3.668,2.04,1.78,NAD2,Tran_JGeodyn_2013
56.07,33.369,"7240",1.608,10.919,1.6,1.46,ROBA,Walpersdorf_GJI_2006
57.119,30.277,"7241",1.229,15.926,2.45,1.66,KERM,Walpersdorf_GJI_2006
55.791,31.416,"7242",0.049,11.396,1.61,1.61,GOTR,Walpersdorf_JGR_2014
56.721,29.997,"7243",0.161,15.294,1.66,1.65,BRSR,Walpersdorf_JGR_2014
56.445,30.775,"7244",-0.523,13.605,1.58,1.58,IRAJ,Walpersdorf_JGR_2014
55.929,31.713,"7245",-0.093,12.505,1.04,1.04,SEND,Walpersdorf_JGR_2014
56.809,31.252,"7246",0.822,10.966,0.73,0.69,RAVR,Walpersdorf_JGR_2014
56.07,33.369,"7247",0.553,9.973,0.67,0.67,ROBA,Walpersdorf_JGR_2014
56.951,33.603,"7248",-0.161,9.824,0.48,0.34,TABS,Walpersdorf_JGR_2014
56.819,33.489,"7249",-2.392,7.933,1.58,1.58,TBAS,Walpersdorf_JGR_2014
57.397,32.492,"7250",-0.416,9.449,1.25,1.26,NYBD,Walpersdorf_JGR_2014
57.046,31.206,"7251",2.688,11.567,1.62,1.62,ABJN,Walpersdorf_JGR_2014
56.365,31.413,"7252",0.953,11.391,1.06,1.06,KATI,Walpersdorf_JGR_2014
59.297,31.196,"7253",1.729,6.73,1.57,1.56,DESL,Walpersdorf_JGR_2014
59.255,32.9,"7254",1.108,6.742,0.4,0.29,BIJD,Walpersdorf_JGR_2014
58.821,32.755,"7255",0.664,6.336,1.15,1.15,KHSF,Walpersdorf_JGR_2014
58.531,33.019,"7256",-0.125,7.95,1.25,1.25,TOTI,Walpersdorf_JGR_2014
58.319,32.484,"7257",1.277,7.657,1.57,1.57,ABGR,Walpersdorf_JGR_2014
60.047,31.573,"7258",1.064,5.701,1.26,1.26,NEBA,Walpersdorf_JGR_2014
58.183,34.031,"7259",-1.108,8.307,0.38,0.42,FERD,Walpersdorf_JGR_2014
57.76,30.537,"7260",-0.026,8.813,1.61,1.6,CMCV,Walpersdorf_JGR_2014
61.716,30.841,"7261",2.083,1.88,1.05,0.77,ZABL,Walpersdorf_JGR_2014
60.502,31.573,"7262",1.456,2.036,1.15,1.15,HAJT,Walpersdorf_JGR_2014
60.296,33.654,"7263",0.237,-1.171,1.16,1.16,SHKH,Walpersdorf_JGR_2014
60.177,27.865,"7264",4.249,2.794,1.42,1.42,BAZ2,Walpersdorf_JGR_2014
60.18,27.865,"7265",2.259,3.514,1.44,1.44,BAZM,Walpersdorf_JGR_2014
57.589,35.915,"7266",0.044,6.252,0.98,0.98,DARG,Walpersdorf_JGR_2014
59.197,35.495,"7267",0.555,3.114,0.98,0.98,GARD,Walpersdorf_JGR_2014
58.878,35.592,"7268",0.372,2.701,0.8,0.41,KADN,Walpersdorf_JGR_2014
60.564,35.294,"7269",0.253,3.767,0.64,0.68,TJAM,Walpersdorf_JGR_2014
60.36,35.002,"7270",0.817,0.393,0.98,0.98,BAKH,Walpersdorf_JGR_2014
59.843,35.696,"7271",0.906,1.563,0.39,0.28,FARM,Walpersdorf_JGR_2014
59.219,35.347,"7272",0.732,4.003,0.28,0.28,THED,Walpersdorf_JGR_2014
55.906,35.988,"7273",0.93,9.184,1.17,1.17,BIAR,Walpersdorf_JGR_2014
55.805,36.086,"7274",2.107,9.122,0.52,0.37,BIAJ,Walpersdorf_JGR_2014
58.215,34.558,"7275",0.159,6.273,0.98,0.98,BAJE,Walpersdorf_JGR_2014
58.869,35.108,"7276",0.44,5.511,0.98,0.98,DOGH,Walpersdorf_JGR_2014
59.937,32.988,"7277",1.417,5.058,0.98,0.98,NOGH,Walpersdorf_JGR_2014
59.955,32.578,"7278",1.582,5.348,1.16,1.16,SARB,Walpersdorf_JGR_2014
58.684,34.373,"7279",-0.115,5.917,0.3,0.28,GONA,Walpersdorf_JGR_2014
59.188,33.663,"7280",-0.245,4.728,0.98,0.98,QAE2,Walpersdorf_JGR_2014
59.176,33.74,"7281",-0.128,5.048,0.35,0.34,QAEN,Walpersdorf_JGR_2014
57.465,29.371,"7282",2.03,14.416,1.56,1.56,HSAD,Walpersdorf_JGR_2014
57.584,29.762,"7283",1.085,14.177,1.55,1.55,RAIN,Walpersdorf_JGR_2014
58.305,29.149,"7284",1.125,11.81,1.41,1.41,BA07,Walpersdorf_JGR_2014
58.074,29.23,"7285",1.091,10.959,1.52,1.52,BA13,Walpersdorf_JGR_2014
57.94,29.105,"7286",4.65,9.998,1.04,1.04,BA14,Walpersdorf_JGR_2014
57.967,29.316,"7287",3.168,9.926,1.05,1.05,BA30,Walpersdorf_JGR_2014
58.13,29.187,"7288",2.317,11.044,1.45,1.44,BA31,Walpersdorf_JGR_2014
58.141,29.078,"7289",2.458,11.463,1.47,1.46,BA32,Walpersdorf_JGR_2014
58.278,28.944,"7290",3.826,9.852,1.55,1.54,BA34,Walpersdorf_JGR_2014
58.195,28.888,"7291",4.672,10.889,1.48,1.47,BA35,Walpersdorf_JGR_2014
57.917,29.642,"7292",2.277,10.05,1.57,1.56,HRMK,Walpersdorf_JGR_2014
58.523,29.137,"7293",2.815,7.743,1.03,1.03,BA12,Walpersdorf_JGR_2014
58.469,28.898,"7294",2.664,8.968,1.41,1.41,BA36,Walpersdorf_JGR_2014
58.675,28.96,"7295",5.059,7.521,1.04,1.04,BA38,Walpersdorf_JGR_2014
57.217,28.01,"7296",0.269,15.516,1.44,1.44,GHOL,Walpersdorf_JGR_2014
57.884,27.901,"7297",1.044,13.174,1.44,1.43,SORC,Walpersdorf_JGR_2014
60.11,34.589,"7298",-0.68,0.913,0.98,0.98,KHAF,Walpersdorf_JGR_2014
58.473,35.271,"7299",1.293,5.182,0.3,0.24,KSHM,Walpersdorf_JGR_2014
58.428,28.784,"7300",5.353,10.021,1.44,1.44,BA09,Walpersdorf_JGR_2014
57.119,30.277,"7301",0.668,15.563,0.71,0.71,KERM,Walpersdorf_JGR_2014
56.69,29.596,"7302",1.106,15.037,1.06,1.06,LALE,Walpersdorf_JGR_2014
56.58,29.239,"7303",0.615,13.975,1.44,1.44,BAFT,Walpersdorf_JGR_2014
56.504,28.529,"7304",4.201,15.401,1.45,1.44,DENA,Walpersdorf_JGR_2014
116.725,20.703,"7305",4.874,-3.194,0.2,0.1,TNSM,Yu_JAES_2013
68.64,41.32,"7306",-1.612,-0.541,3.01,1.73,BRK4,Yang_ScienceChinaD_2008
69.66,41.78,"7307",-0.022,-0.742,3.13,1.8,TRB4,Yang_ScienceChinaD_2008
71.8,40.11,"7308",-0.359,6.01,1.69,1.29,DJD4,Yang_ScienceChinaD_2008
71.8,40.11,"7309",-2.229,6.3,0.5,0.46,DJD5,Yang_ScienceChinaD_2008
74.07,42.68,"7310",-1.25,2.035,0.36,0.37,IV18,Yang_ScienceChinaD_2008
74.26,42.66,"7311",-1.26,2.685,0.37,0.39,IV19,Yang_ScienceChinaD_2008
74.42,42.78,"7312",-0.937,1.207,0.6,0.69,IV13,Yang_ScienceChinaD_2008
74.48,42.59,"7313",-1.422,3.454,0.42,0.44,IV21,Yang_ScienceChinaD_2008
74.48,42.66,"7314",-0.417,3.294,0.36,0.38,IV20,Yang_ScienceChinaD_2008
74.58,42.66,"7315",-2.144,2.147,0.32,0.36,IV14,Yang_ScienceChinaD_2008
74.62,42.75,"7316",-1.047,2.896,0.3,0.33,IV06,Yang_ScienceChinaD_2008
74.64,42.79,"7317",0.127,4.206,1.98,1.62,DACH,Yang_ScienceChinaD_2008
74.7,42.76,"7318",-2.196,3.332,0.32,0.35,IV07,Yang_ScienceChinaD_2008
74.71,42.79,"7319",-0.842,1.912,1.92,1.4,ALAT,Yang_ScienceChinaD_2008
74.75,42.71,"7320",-0.579,-1.97,1.58,1.61,MAEV,Yang_ScienceChinaD_2008
74.76,42.68,"7321",-0.54,3.369,0.6,0.73,IV15,Yang_ScienceChinaD_2008
74.77,42.66,"7322",-1.243,3.389,0.29,0.33,IV22,Yang_ScienceChinaD_2008
74.77,42.8,"7323",0.998,1.279,0.3,0.34,IV03,Yang_ScienceChinaD_2008
74.78,42.7,"7324",-0.608,2.339,0.3,0.33,IV8B,Yang_ScienceChinaD_2008
74.79,42.73,"7325",-1.897,2.617,0.31,0.35,IV08,Yang_ScienceChinaD_2008
74.84,42.76,"7326",-1.354,4.015,0.34,0.38,IV8A,Yang_ScienceChinaD_2008
74.87,42.81,"7327",-2.659,0.783,0.29,0.32,IV04,Yang_ScienceChinaD_2008
74.88,42.71,"7328",-0.877,3.073,0.41,0.43,IV09,Yang_ScienceChinaD_2008
74.9,42.67,"7329",-0.82,2.391,0.29,0.33,IV16,Yang_ScienceChinaD_2008
75.03,42.61,"7330",-0.623,3.695,0.4,0.4,IV17,Yang_ScienceChinaD_2008
75.03,42.75,"7331",-0.762,2.115,0.3,0.34,IV05,Yang_ScienceChinaD_2008
75.15,42.65,"7332",-1.038,2.099,0.34,0.37,IV11,Yang_ScienceChinaD_2008
75.29,42.68,"7333",-0.885,2.181,0.33,0.38,IV12,Yang_ScienceChinaD_2008
76.027,38.341,"7334",1.366,18.883,3.83,3.52,QIAE,Yang_ScienceChinaD_2008
76.87,43.337,"7335",0.196,3.689,0.66,0.55,ATAK,Yang_ScienceChinaD_2008
77.64,43.31,"7336",-1.618,3.609,0.89,0.76,TURR,Yang_ScienceChinaD_2008
79.13,43.95,"7337",3.938,4.93,2.2,1.81,PKU4,Yang_ScienceChinaD_2008
79.27,41.99,"7338",0.174,11.953,1.42,1.21,UCH4,Yang_ScienceChinaD_2008
80.06,43.2,"7339",3.058,8.931,5.94,6.71,SHO4,Yang_ScienceChinaD_2008
80.13,42.46,"7340",5.009,5.167,1.88,1.37,VBA4,Yang_ScienceChinaD_2008
81.91,48.27,"7341",1.708,1.871,1.83,1.58,OYL4,Yang_ScienceChinaD_2008
73.755,42.168,"7342",0.64,3.927,0.3,0.3,AAC4,Zubovich_Tectonics_2010
72.05,41.784,"7343",-1.629,2.28,0.3,0.3,ABD4,Zubovich_Tectonics_2010
75.525,44.132,"7344",-0.541,1.193,0.4,0.4,ADA4,Zubovich_Tectonics_2010
70.023,40.8,"7345",-0.718,4.953,0.6,0.6,ADRA,Zubovich_Tectonics_2010
79.969,42.896,"7346",2.044,7.174,0.4,0.4,AIB4,Zubovich_Tectonics_2010
76.956,42.073,"7347",1.337,8.772,0.3,0.3,AKB4,Zubovich_Tectonics_2010
73.821,38.503,"7348",-5.509,21.645,0.6,0.6,AKBA,Zubovich_Tectonics_2010
80.135,47.882,"7349",-2.328,0.818,0.8,0.7,AKD4,Zubovich_Tectonics_2010
78.542,41.795,"7350",2.378,10.794,0.4,0.4,AKH4,Zubovich_Tectonics_2010
72.145,41.557,"7351",-1.45,3.505,0.3,0.3,AKJ4,Zubovich_Tectonics_2010
76.854,42.885,"7352",0.806,3.145,0.4,0.4,AKK4,Zubovich_Tectonics_2010
75.967,40.717,"7353",0.461,12.311,0.3,0.3,AKS4,Zubovich_Tectonics_2010
79.851,43.427,"7354",1.992,5.443,0.5,0.5,AKT4,Zubovich_Tectonics_2010
71.46,41.362,"7355",-0.738,2.627,0.3,0.3,ALA4,Zubovich_Tectonics_2010
76.167,42.313,"7356",0.877,5.063,0.4,0.4,ALB5,Zubovich_Tectonics_2010
72.258,39.421,"7357",-6.602,11.834,0.6,0.6,ALD4,Zubovich_Tectonics_2010
69.73,40.829,"7358",-0.402,3.277,0.5,0.5,ALM1,Zubovich_Tectonics_2010
77.763,43.908,"7359",0.377,1.287,0.4,0.4,ALT4,Zubovich_Tectonics_2010
74.244,40.331,"7360",-1.314,13.655,0.4,0.4,ALUN,Zubovich_Tectonics_2010
77.603,42.79,"7361",0.881,4.744,0.3,0.3,ANA4,Zubovich_Tectonics_2010
69.514,39.737,"7362",-0.47,4.522,0.7,0.6,AND4,Zubovich_Tectonics_2010
70.082,41.102,"7363",-0.098,4.169,0.6,0.6,ANGR,Zubovich_Tectonics_2010
77.75,41.86,"7364",1.701,9.983,0.4,0.4,ARA4,Zubovich_Tectonics_2010
76.665,41.693,"7365",1.013,8.996,0.7,0.7,ARC4,Zubovich_Tectonics_2010
79.657,46.649,"7366",-0.071,1.791,0.9,0.9,ARG4,Zubovich_Tectonics_2010
74.827,40.838,"7367",0.003,8.41,0.4,0.4,ARP4,Zubovich_Tectonics_2010
72.982,41.244,"7368",-2.106,4.924,0.4,0.5,ARS4,Zubovich_Tectonics_2010
73.538,40.075,"7369",1.392,7.77,0.7,0.7,ASK4,Zubovich_Tectonics_2010
73.494,42.7,"7370",-1.206,1.159,0.5,0.5,ASP4,Zubovich_Tectonics_2010
81.105,50.091,"7371",-0.44,-0.222,0.7,0.7,ASR4,Zubovich_Tectonics_2010
78.148,43.31,"7372",1.113,3.289,0.5,0.5,ASS4,Zubovich_Tectonics_2010
76.966,43.059,"7373",0.118,3.575,0.5,0.5,AST4,Zubovich_Tectonics_2010
77.114,43.897,"7374",0.893,2.115,0.4,0.5,AZO4,Zubovich_Tectonics_2010
73.268,39.513,"7375",-2.033,10.399,0.6,0.6,BAB4,Zubovich_Tectonics_2010
73.98,45.069,"7376",-0.694,0.886,0.7,0.8,BALH,Zubovich_Tectonics_2010
77.616,42.008,"7377",0.916,10.048,0.5,0.5,BAR4,Zubovich_Tectonics_2010
75.019,41.576,"7378",0.251,5.16,0.4,0.4,BAU4,Zubovich_Tectonics_2010
