longitude,latitude,fid,e_vel,n_vel,e_err,n_err,station,ref
105.815,33.34,"3954",7.3,-1.8,0.8,0.7,1375_GPS,wang_shen_2020
112.614,41.271,"3955",3,-0.9,0.3,0.3,A001_GPS,wang_shen_2020
112.564,40.892,"3956",3.2,-1.3,0.2,0.2,A002_GPS,wang_shen_2020
112.48,40.529,"3957",3.5,-1.3,0.2,0.2,A003_GPS,wang_shen_2020
112.354,40.171,"3958",4.2,-1.7,0.2,0.2,A004_GPS,wang_shen_2020
113.132,41.019,"3959",3.4,-1.1,0.2,0.2,A005_GPS,wang_shen_2020
113.213,40.787,"3960",3.2,-1.3,0.3,0.2,A006_GPS,wang_shen_2020
113.196,40.447,"3961",3.9,-1.6,0.2,0.2,A007_GPS,wang_shen_2020
112.727,40.016,"3962",4.8,-1.9,0.3,0.3,A008_GPS,wang_shen_2020
113.887,40.876,"3963",2.9,-1.2,0.2,0.2,A011_GPS,wang_shen_2020
113.757,40.372,"3964",3.1,-2,0.3,0.2,A012_GPS,wang_shen_2020
113.659,40.037,"3965",4.4,-1.8,0.2,0.2,A013_GPS,wang_shen_2020
114.708,41.176,"3966",2.9,-1.8,0.3,0.3,A014_GPS,wang_shen_2020
114.218,40.708,"3967",3.6,-1.8,0.2,0.2,A015_GPS,wang_shen_2020
114.431,40.451,"3968",3.8,-1.6,0.2,0.2,A016_GPS,wang_shen_2020
114.116,40.457,"3969",4,-1.9,0.2,0.2,A017_GPS,wang_shen_2020
114.143,40.118,"3970",3,-1.3,0.7,0.7,A018_GPS,wang_shen_2020
114.799,40.854,"3971",3.1,-1.5,0.2,0.2,A019_GPS,wang_shen_2020
115.037,40.564,"3972",2.1,-1.7,0.5,0.5,A020_GPS,wang_shen_2020
114.816,40.439,"3973",4.1,-1.6,0.3,0.2,A021_GPS,wang_shen_2020
114.676,40.234,"3974",4,-1.9,0.2,0.2,A022_GPS,wang_shen_2020
114.95,40.093,"3975",3.4,-2.4,0.6,0.5,A023_GPS,wang_shen_2020
112.841,39.819,"3976",5.2,-1.7,0.3,0.3,A024_GPS,wang_shen_2020
112.81,39.544,"3977",4.5,-2,0.2,0.2,A025_GPS,wang_shen_2020
112.801,38.991,"3978",4.8,-2.1,0.2,0.2,A027_GPS,wang_shen_2020
112.767,38.731,"3979",4.8,-2.2,0.3,0.3,A028_GPS,wang_shen_2020
112.693,38.401,"3980",4.9,-2.3,0.2,0.2,A029_GPS,wang_shen_2020
113.057,39.819,"3981",4.1,-1.4,0.2,0.2,A030_GPS,wang_shen_2020
113.277,39.578,"3982",4.4,-2.1,0.2,0.2,A031_GPS,wang_shen_2020
113.192,39.183,"3983",4.7,-2.4,0.2,0.3,A032_GPS,wang_shen_2020
112.969,38.443,"3984",3.7,-2.3,0.3,0.4,A035_GPS,wang_shen_2020
113.644,39.723,"3985",4.4,-1.8,0.2,0.2,A036_GPS,wang_shen_2020
113.805,39.569,"3986",4.4,-2.1,0.2,0.2,A037_GPS,wang_shen_2020
113.739,39.293,"3987",4.7,-2.1,0.3,0.3,A038_GPS,wang_shen_2020
113.936,39.113,"3988",4.4,-2.1,0.2,0.2,A039_GPS,wang_shen_2020
113.642,38.775,"3989",4.4,-2.3,0.2,0.2,A040_GPS,wang_shen_2020
114.223,39.766,"3990",4.4,-2.1,0.2,0.2,A041_GPS,wang_shen_2020
114.228,38.876,"3991",4.5,-2.1,0.2,0.2,A043_GPS,wang_shen_2020
114.122,38.577,"3992",4.3,-2.2,0.2,0.2,A044_GPS,wang_shen_2020
115.265,39.642,"3993",4.3,-1.9,0.3,0.3,A045_GPS,wang_shen_2020
114.582,39.839,"3994",3.8,-2.4,0.4,0.4,A046_GPS,wang_shen_2020
114.821,39.699,"3995",4.4,-1.9,0.2,0.2,A047_GPS,wang_shen_2020
114.56,39.362,"3996",4.5,-1.9,0.2,0.2,A048_GPS,wang_shen_2020
114.741,39.044,"3997",4.6,-2,0.2,0.2,A049_GPS,wang_shen_2020
114.583,38.826,"3998",4.6,-2.2,0.2,0.2,A050_GPS,wang_shen_2020
114.557,38.428,"3999",4.3,-1.4,0.4,0.4,A051_GPS,wang_shen_2020
114.929,38.77,"4000",4.7,-2.1,0.3,0.2,A052_GPS,wang_shen_2020
115.297,40.979,"4001",2.8,-1.6,0.2,0.2,A053_GPS,wang_shen_2020
115.406,40.691,"4002",3.4,-1.4,0.2,0.2,A054_GPS,wang_shen_2020
115.398,40.528,"4003",3.4,-1.7,0.2,0.2,A055_GPS,wang_shen_2020
115.172,40.343,"4004",4.4,-1.8,0.3,0.3,A056_GPS,wang_shen_2020
115.16,40.191,"4005",4.1,-1.7,0.2,0.2,A057_GPS,wang_shen_2020
115.719,41.295,"4006",2.8,-1.3,0.2,0.2,A058_GPS,wang_shen_2020
115.839,40.913,"4007",2.9,-1.2,0.3,0.3,A059_GPS,wang_shen_2020
115.6,40.393,"4008",3.4,-1.7,0.3,0.2,A061_GPS,wang_shen_2020
115.478,40.352,"4009",3.6,-1.7,0.2,0.2,A062_GPS,wang_shen_2020
116.073,41.119,"4010",2.9,-1.1,0.3,0.2,A063_GPS,wang_shen_2020
116.17,40.66,"4011",2.9,-1.4,0.2,0.2,A064_GPS,wang_shen_2020
116.401,40.529,"4012",2.4,-1.1,0.2,0.2,A065_GPS,wang_shen_2020
115.926,40.346,"4013",3.8,-1.9,0.3,0.3,A066_GPS,wang_shen_2020
116.248,40.105,"4014",4.3,-0.7,0.4,0.5,A067_GPS,wang_shen_2020
116.62,41.22,"4015",2.5,-1.2,0.3,0.3,A068_GPS,wang_shen_2020
116.932,41.037,"4016",2.6,-1.3,0.2,0.2,A069_GPS,wang_shen_2020
116.83,40.431,"4017",3,-1.2,0.2,0.2,A071_GPS,wang_shen_2020
116.591,40.309,"4018",3.6,-2.4,0.2,0.3,A072_GPS,wang_shen_2020
116.609,40.049,"4019",4.2,-1.9,0.8,0.8,A073_GPS,wang_shen_2020
117.174,41.226,"4020",2.8,-0.9,0.3,0.2,A074_GPS,wang_shen_2020
117.356,40.934,"4021",2.7,-0.9,0.2,0.2,A075_GPS,wang_shen_2020
117.151,40.672,"4022",2.8,-1,0.3,0.3,A076_GPS,wang_shen_2020
117.264,40.4,"4023",2.6,-0.9,0.3,0.3,A077_GPS,wang_shen_2020
117.542,40.458,"4024",2.6,-1,0.3,0.3,A078_GPS,wang_shen_2020
117.137,40.104,"4025",2.7,-0.7,0.2,0.2,A079_GPS,wang_shen_2020
117.487,40.179,"4026",2.6,-1.2,0.3,0.3,A080_GPS,wang_shen_2020
115.7,39.996,"4027",3.9,-1.7,0.2,0.2,A082_GPS,wang_shen_2020
115.561,39.639,"4028",4.4,-1.9,0.2,0.2,A083_GPS,wang_shen_2020
115.166,39.437,"4029",4.5,-1.9,0.2,0.2,A084_GPS,wang_shen_2020
115.488,39.374,"4030",4.4,-1.7,0.2,0.2,A085_GPS,wang_shen_2020
115.267,39.03,"4031",4.7,-2,0.2,0.2,A086_GPS,wang_shen_2020
115.493,38.812,"4032",4.5,-2.2,0.3,0.3,A087_GPS,wang_shen_2020
116.139,39.963,"4033",4.4,-1.6,0.2,0.2,A088_GPS,wang_shen_2020
116.217,39.915,"4034",3.5,-0.4,0.5,0.5,A089_GPS,wang_shen_2020
116.087,39.691,"4035",4.3,-1.4,0.3,0.3,A091_GPS,wang_shen_2020
116.292,39.701,"4036",5,-0.6,0.2,0.3,A092_GPS,wang_shen_2020
116.003,39.492,"4037",4.6,-1.8,0.3,0.4,A093_GPS,wang_shen_2020
116.282,39.403,"4038",5.7,-2,0.4,0.4,A094_GPS,wang_shen_2020
116.127,38.708,"4039",3.6,-3.3,0.3,0.3,A096_GPS,wang_shen_2020
116.722,39.49,"4040",4.9,-2.5,0.3,0.3,A100_GPS,wang_shen_2020
116.462,39.326,"4041",5.8,-1.5,0.9,0.8,A101_GPS,wang_shen_2020
116.383,39.081,"4042",5.2,-1,0.4,0.4,A102_GPS,wang_shen_2020
116.626,38.707,"4043",5.1,-2.8,0.6,0.6,A105_GPS,wang_shen_2020
117.088,40.041,"4044",2.6,0.2,0.3,0.4,A106_GPS,wang_shen_2020
117.094,39.411,"4045",2.9,-1.3,0.6,0.6,A109_GPS,wang_shen_2020
117.305,39.117,"4046",4,-2.5,0.4,0.4,A110_GPS,wang_shen_2020
116.925,38.721,"4047",5,-1.1,0.3,0.3,A112_GPS,wang_shen_2020
117.503,39.644,"4048",3.8,-1.8,0.3,0.2,A114_GPS,wang_shen_2020
117.857,41.254,"4049",2.5,-1.2,0.2,0.2,A115_GPS,wang_shen_2020
117.941,41.011,"4050",2.5,-0.9,0.2,0.2,A116_GPS,wang_shen_2020
118.123,40.739,"4051",2.6,-1,0.2,0.2,A117_GPS,wang_shen_2020
117.743,40.601,"4052",2.6,-0.8,0.3,0.3,A118_GPS,wang_shen_2020
117.95,40.269,"4053",3,-1.2,0.3,0.3,A119_GPS,wang_shen_2020
118.649,41.013,"4054",2.7,-0.9,0.3,0.3,A120_GPS,wang_shen_2020
118.451,40.591,"4055",2.2,-1,0.3,0.3,A121_GPS,wang_shen_2020
118.284,40.382,"4056",2.4,-1.1,0.3,0.3,A122_GPS,wang_shen_2020
118.341,40.15,"4057",1.5,-0.3,0.2,0.2,A123_GPS,wang_shen_2020
119.203,40.952,"4058",2,-1,0.3,0.3,A124_GPS,wang_shen_2020
119.119,40.751,"4059",2.7,-1.5,0.5,0.6,A125_GPS,wang_shen_2020
118.914,40.35,"4060",2.5,-0.8,0.4,0.4,A126_GPS,wang_shen_2020
118.71,40.033,"4061",2.6,-0.4,0.2,0.2,A127_GPS,wang_shen_2020
119.782,40.806,"4062",2.5,-1.1,0.3,0.3,A128_GPS,wang_shen_2020
119.377,40.466,"4063",2.2,-1,0.2,0.2,A129_GPS,wang_shen_2020
119.165,40.335,"4064",2.3,-0.8,0.3,0.3,A130_GPS,wang_shen_2020
119.708,40.367,"4065",2.4,-1,0.3,0.3,A131_GPS,wang_shen_2020
120.302,40.307,"4066",2.5,-0.6,0.3,0.3,A132_GPS,wang_shen_2020
119.663,40.013,"4067",2.2,-1.2,0.3,0.3,A133_GPS,wang_shen_2020
117.698,39.967,"4068",3.1,-1.7,0.3,0.3,A134_GPS,wang_shen_2020
117.793,39.699,"4069",2.5,-1.5,0.3,0.4,A135_GPS,wang_shen_2020
117.475,39.334,"4070",4.4,-1.2,0.3,0.4,A136_GPS,wang_shen_2020
117.65,39.095,"4071",4.8,-0.8,0.4,0.4,A138_GPS,wang_shen_2020
118.127,39.853,"4072",2.1,-1,0.3,0.3,A139_GPS,wang_shen_2020
118.218,39.624,"4073",3.5,-0.8,0.3,0.3,A140_GPS,wang_shen_2020
118.308,39.048,"4074",3.8,-3.2,0.2,0.2,A141_GPS,wang_shen_2020
118.732,39.694,"4075",1.7,-1.5,0.3,0.4,A142_GPS,wang_shen_2020
118.553,39.542,"4076",2.7,-1.6,0.5,0.6,A143_GPS,wang_shen_2020
118.527,39.306,"4077",3.6,-2.4,0.3,0.3,A144_GPS,wang_shen_2020
118.885,39.471,"4078",2.2,-1.6,0.5,0.5,A145_GPS,wang_shen_2020
119.266,39.87,"4079",2.2,-1.1,0.3,0.3,A147_GPS,wang_shen_2020
118.998,39.904,"4080",2.5,-1.1,0.3,0.3,A148_GPS,wang_shen_2020
116.155,40.324,"4081",3.5,-1.2,0.3,0.3,A150_GPS,wang_shen_2020
116.144,40.259,"4082",3.7,-2.3,0.3,0.3,A151_GPS,wang_shen_2020
116.069,40.267,"4083",3.7,-1.8,0.3,0.3,A153_GPS,wang_shen_2020
116.132,40.194,"4084",3.7,-2.9,0.7,0.7,A154_GPS,wang_shen_2020
116.144,39.883,"4085",4,-1.1,0.3,0.3,A155_GPS,wang_shen_2020
116.31,39.81,"4086",5,-0.9,0.4,0.5,A156_GPS,wang_shen_2020
116.156,39.843,"4087",4.1,-1.2,0.2,0.2,A157_GPS,wang_shen_2020
116.06,39.833,"4088",4.1,-1.1,0.2,0.2,A158_GPS,wang_shen_2020
112.188,39.312,"4089",4.8,-2,0.5,0.4,A376_GPS,wang_shen_2020
85.358,27.697,"4090",9.3,35.8,0.9,0.7,AIRP_GPS,wang_shen_2020
77.323,40.332,"4091",2.8,12.4,0.4,0.4,AJ02_GPS,wang_shen_2020
78.966,39.877,"4092",1.4,15,0.4,0.4,AKTA_GPS,wang_shen_2020
85.456,37.387,"4093",0.5,12,1.2,1.1,AQIN_GPS,wang_shen_2020
76.856,38.449,"4094",-1,19.3,1,0.8,AS25_GPS,wang_shen_2020
92.491,37.259,"4095",9.6,11.6,1.3,1.1,AS40_GPS,wang_shen_2020
86.38,37.413,"4096",2.8,14.1,2.2,2.3,AT01_GPS,wang_shen_2020
86.327,37.336,"4097",4.9,14.1,1.7,1.9,AT02_GPS,wang_shen_2020
86.309,37.232,"4098",7.6,14.3,1.3,1.4,AT03_GPS,wang_shen_2020
86.264,36.994,"4099",4.5,14.8,1.8,1.9,AT04_GPS,wang_shen_2020
86.25,36.428,"4100",4.7,18.5,1.6,1.6,AT06_GPS,wang_shen_2020
86.056,36.253,"4101",3.5,18.5,1.4,1.4,AT07_GPS,wang_shen_2020
86.119,36.026,"4102",6.6,15.5,1.4,1.4,AT08_GPS,wang_shen_2020
86.283,35.657,"4103",7.4,18,1.5,1.6,AT09_GPS,wang_shen_2020
86.056,35.853,"4104",6.8,19.6,1.4,1.5,AT10_GPS,wang_shen_2020
85.646,37.871,"4105",0.7,12.2,1.7,1.7,AT12_GPS,wang_shen_2020
86.167,37.62,"4106",1.1,13.3,2,2.1,AT14_GPS,wang_shen_2020
86.333,37.213,"4107",6.3,13.7,2.2,2.4,AT3X_GPS,wang_shen_2020
85.144,37.057,"4108",1.2,15.2,1.3,1.1,ATUB_GPS,wang_shen_2020
120.837,37.789,"4109",3.1,-2.2,0.3,0.3,B002_GPS,wang_shen_2020
120.474,37.646,"4110",3.1,-2.5,0.5,0.5,B003_GPS,wang_shen_2020
121.326,37.464,"4111",3.1,-2.4,0.2,0.2,B004_GPS,wang_shen_2020
122.369,37.179,"4112",2.9,-2,0.2,0.2,B005_GPS,wang_shen_2020
121.174,36.758,"4113",3.4,-2.4,0.2,0.2,B006_GPS,wang_shen_2020
120.737,36.981,"4114",3.3,-2.1,0.2,0.2,B007_GPS,wang_shen_2020
120.464,33.165,"4115",5.5,-2.8,0.3,0.3,B009_GPS,wang_shen_2020
120.366,32.513,"4116",5.5,-2.4,0.4,0.3,B010_GPS,wang_shen_2020
120.889,31.953,"4117",5.5,-3.1,0.7,0.7,B011_GPS,wang_shen_2020
119.894,31.738,"4118",6.5,-1.4,0.7,0.6,B012_GPS,wang_shen_2020
120.774,31.668,"4119",6.2,-2.6,0.4,0.3,B013_GPS,wang_shen_2020
121.801,31.733,"4120",4.9,-2.1,0.7,0.6,B014_GPS,wang_shen_2020
120.569,31.247,"4121",6.1,-3.2,0.4,0.3,B015_GPS,wang_shen_2020
120.205,30.838,"4122",5.8,-2.9,0.3,0.3,B017_GPS,wang_shen_2020
122.434,30.741,"4123",5.5,-2.5,0.3,0.3,B019_GPS,wang_shen_2020
118.793,37.596,"4124",4,-1.8,0.5,0.5,B020_GPS,wang_shen_2020
118.081,37.157,"4125",6.2,-2.1,0.5,0.5,B021_GPS,wang_shen_2020
118.731,36.9,"4126",3.9,-2.6,0.3,0.3,B022_GPS,wang_shen_2020
119.992,37.181,"4127",3.5,-2,0.2,0.2,B023_GPS,wang_shen_2020
119.924,36.835,"4128",3.6,-2.6,0.2,0.2,B024_GPS,wang_shen_2020
119.029,36.669,"4129",4.2,-2.5,0.3,0.3,B025_GPS,wang_shen_2020
118.564,36.501,"4130",3.9,-2.3,0.2,0.2,B026_GPS,wang_shen_2020
118.126,36.757,"4131",4.2,-2.2,0.2,0.2,B027_GPS,wang_shen_2020
118.158,36.169,"4132",3.8,-3.3,0.3,0.3,B028_GPS,wang_shen_2020
119.82,36.39,"4133",3.6,-2.6,0.3,0.3,B029_GPS,wang_shen_2020
119.467,35.989,"4134",3.7,-2.6,0.3,0.3,B030_GPS,wang_shen_2020
119.2,35.765,"4135",4.2,-2.7,0.2,0.2,B031_GPS,wang_shen_2020
118.439,35.539,"4136",4.2,-2.6,0.2,0.2,B032_GPS,wang_shen_2020
118.649,35.759,"4137",4.2,-2.7,0.2,0.2,B034_GPS,wang_shen_2020
118.851,35.582,"4138",4,-2.5,0.3,0.3,B035_GPS,wang_shen_2020
119.484,35.481,"4139",4,-2.9,0.3,0.3,B036_GPS,wang_shen_2020
117.61,35.528,"4140",4.7,-2.5,0.4,0.4,B037_GPS,wang_shen_2020
118.909,35.134,"4141",4.1,-2.9,0.2,0.2,B039_GPS,wang_shen_2020
119.282,34.587,"4142",4.2,-3.2,0.2,0.2,B040_GPS,wang_shen_2020
118.041,34.894,"4143",4.5,-2.9,0.2,0.2,B043_GPS,wang_shen_2020
117.698,34.579,"4144",4.4,-2.8,0.2,0.2,B044_GPS,wang_shen_2020
117.099,35.082,"4145",4,-4,0.2,0.2,B045_GPS,wang_shen_2020
117.242,34.277,"4146",4.6,-2.5,0.3,0.3,B046_GPS,wang_shen_2020
117.926,33.904,"4147",5.1,-2.4,0.3,0.3,B047_GPS,wang_shen_2020
118.308,34.05,"4148",5,-3,0.3,0.3,B048_GPS,wang_shen_2020
119.224,34.112,"4149",4.4,-3.1,0.4,0.4,B050_GPS,wang_shen_2020
120.038,33.55,"4150",5.1,-2.7,0.3,0.3,B052_GPS,wang_shen_2020
119.012,33.507,"4151",4.8,-2.9,0.3,0.3,B053_GPS,wang_shen_2020
118.672,33.761,"4152",5.2,-3,0.4,0.4,B054_GPS,wang_shen_2020
118.19,33.481,"4153",5.2,-2.3,0.3,0.3,B055_GPS,wang_shen_2020
117.899,33.483,"4154",5.1,-2.6,0.3,0.3,B056_GPS,wang_shen_2020
117.558,33.554,"4155",5.5,-2.4,0.3,0.3,B057_GPS,wang_shen_2020
116.984,33.646,"4156",5.3,-2.8,0.3,0.3,B058_GPS,wang_shen_2020
119.424,33.176,"4157",5.3,-2.7,0.3,0.3,B059_GPS,wang_shen_2020
119.037,32.734,"4158",5.6,-2.2,0.3,0.3,B060_GPS,wang_shen_2020
118.477,32.971,"4159",5.4,-2.6,0.3,0.3,B061_GPS,wang_shen_2020
117.708,32.562,"4160",5.7,-2.6,0.4,0.3,B062_GPS,wang_shen_2020
117.108,32.498,"4161",5.6,-2.7,0.3,0.3,B065_GPS,wang_shen_2020
118.3,32.284,"4162",5.6,-2.5,0.3,0.2,B066_GPS,wang_shen_2020
119.49,32.402,"4163",5.3,-2.3,0.5,0.5,B067_GPS,wang_shen_2020
118.335,31.72,"4164",5.7,-2.8,0.3,0.3,B069_GPS,wang_shen_2020
117.815,31.657,"4165",5.8,-2.5,0.4,0.3,B070_GPS,wang_shen_2020
117.376,31.862,"4166",5.3,-2.5,0.5,0.5,B071_GPS,wang_shen_2020
116.971,31.085,"4167",6.3,-2.5,0.6,0.5,B072_GPS,wang_shen_2020
118.221,31.085,"4168",5.6,-2.8,0.6,0.6,B073_GPS,wang_shen_2020
119.463,31.381,"4169",6,-2.6,0.3,0.3,B074_GPS,wang_shen_2020
116.775,32.15,"4170",5.3,-1.1,0.8,0.8,B307_GPS,wang_shen_2020
116.935,31.503,"4171",6.4,-1.9,0.6,0.5,B309_GPS,wang_shen_2020
117.016,35.77,"4172",3.6,-2.4,0.8,0.7,B310_GPS,wang_shen_2020
117.073,36.659,"4173",4,-3.2,1,0.8,B311_GPS,wang_shen_2020
117.407,37.849,"4174",3.9,-2.4,0.8,0.7,B313_GPS,wang_shen_2020
117.48,34.888,"4175",4.1,-2,0.8,0.6,B315_GPS,wang_shen_2020
117.728,35.16,"4176",3.7,-2.1,0.9,0.7,B319_GPS,wang_shen_2020
117.999,35.453,"4177",5.3,-2.3,0.7,0.6,B322_GPS,wang_shen_2020
118.16,35.791,"4178",3.7,-2,0.9,0.7,B323_GPS,wang_shen_2020
120.761,37.291,"4179",3.6,-1.9,1,0.9,B332_GPS,wang_shen_2020
120.121,36.513,"4180",3.9,-2.3,1.1,1,B342_GPS,wang_shen_2020
119.344,36.263,"4181",3.3,-1.7,1,0.7,B345_GPS,wang_shen_2020
117.387,31.378,"4182",6.3,-2.5,0.6,0.5,B372_GPS,wang_shen_2020
118.75,31.323,"4183",6.2,-2.2,0.6,0.5,B374_GPS,wang_shen_2020
117.305,30.962,"4184",6.2,-2,0.8,0.7,B377_GPS,wang_shen_2020
117.93,30.938,"4185",5.5,-1.6,0.6,0.6,B378_GPS,wang_shen_2020
119.54,30.924,"4186",6.4,-2,0.6,0.5,B379_GPS,wang_shen_2020
120.816,30.378,"4187",6.7,-1.7,0.6,0.6,B381_GPS,wang_shen_2020
122.154,30.287,"4188",6.4,-1.9,0.8,0.6,B382_GPS,wang_shen_2020
121.206,30.158,"4189",6.4,-0.9,0.7,0.6,B383_GPS,wang_shen_2020
117.581,35.52,"4190",4.2,-3.1,0.8,0.7,BB03_GPS,wang_shen_2020
83.561,28.348,"4191",9.1,31,0.5,0.5,BENI_GPS,wang_shen_2020
84.43,27.678,"4192",7.5,38.6,1.7,1.1,BHAR_GPS,wang_shen_2020
85.339,28.389,"4193",11.3,28,1.9,1.4,BI01_GPS,wang_shen_2020
87.782,28.319,"4194",12.4,27.3,0.9,0.7,BI02_GPS,wang_shen_2020
87.687,28.08,"4195",11.7,28,0.9,0.7,BI03_GPS,wang_shen_2020
89.077,27.661,"4196",12.9,30.9,1.7,1.4,BI04_GPS,wang_shen_2020
90.995,29.562,"4197",18.3,19,1.2,1,BJ01_GPS,wang_shen_2020
86.159,31.897,"4198",11.3,21.8,0.4,0.4,BJ03_GPS,wang_shen_2020
81.232,30.55,"4199",1.3,21.5,0.9,0.5,BJ04_GPS,wang_shen_2020
82.078,44.769,"4200",2.5,5,1.2,1.1,BLZH_GPS,wang_shen_2020
80.398,31.527,"4201",-0.4,18.9,0.7,0.5,BS02_GPS,wang_shen_2020
82.184,30.66,"4202",3.4,21.1,0.9,0.5,BS04_GPS,wang_shen_2020
82.518,32.524,"4203",6.5,19.6,1.6,1.3,BS05_GPS,wang_shen_2020
83.274,32.417,"4204",6.1,18.7,2.2,1.4,BS06_GPS,wang_shen_2020
84.915,32.094,"4205",8,20.3,0.5,0.4,BS07_GPS,wang_shen_2020
85.607,30.077,"4206",9.4,23.5,0.7,0.5,BS09_GPS,wang_shen_2020
85.8,29.419,"4207",9.8,25,0.8,0.7,BS10_GPS,wang_shen_2020
89.573,28.914,"4208",14.2,24.3,1,0.8,BS11_GPS,wang_shen_2020
88.18,29.176,"4209",12.8,24,1,0.7,BS15_GPS,wang_shen_2020
85.336,33.14,"4210",10,19.9,0.8,0.8,BS16_GPS,wang_shen_2020
92.854,34.63,"4211",19.7,8.3,1.2,1.1,BS19_GPS,wang_shen_2020
91.79,29.252,"4212",17.2,17.7,1,0.6,BS23_GPS,wang_shen_2020
82.008,32.077,"4213",5.6,20,1.3,1.1,BS27_GPS,wang_shen_2020
90.616,29.195,"4214",16.2,20.7,1.2,0.9,BS28_GPS,wang_shen_2020
91.288,30.527,"4215",19,16.8,1,0.8,BS29_GPS,wang_shen_2020
92.027,31.533,"4216",21.6,12.8,0.7,0.5,BS30_GPS,wang_shen_2020
85.187,31.561,"4217",7.9,21.6,0.6,0.5,BS34_GPS,wang_shen_2020
84.267,32.282,"4218",5.5,19.2,1.6,0.9,BT02_GPS,wang_shen_2020
91.722,32.171,"4219",20.8,12,0.7,0.6,BT05_GPS,wang_shen_2020
84.179,29.654,"4220",5.6,23.7,1,0.6,BT07_GPS,wang_shen_2020
85.29,28.842,"4221",9.7,25.4,0.8,0.7,BT08_GPS,wang_shen_2020
87.171,28.622,"4222",10.7,24.8,1.6,1.4,BT10_GPS,wang_shen_2020
88.891,29.214,"4223",13.2,23.4,0.9,0.7,BT11_GPS,wang_shen_2020
89.289,28.071,"4224",13,27.5,0.8,0.7,BT13_GPS,wang_shen_2020
94.387,29.622,"4225",20.4,6,0.4,0.3,BT14_GPS,wang_shen_2020
90.587,30.175,"4226",19.4,18.7,1.4,0.9,BT15_GPS,wang_shen_2020
87.434,31.785,"4227",12.7,20.3,0.7,0.5,BT17_GPS,wang_shen_2020
90.854,31.404,"4228",16.7,16.1,0.8,0.5,BX06_GPS,wang_shen_2020
87.576,29.118,"4229",13,24.5,0.4,0.3,BX08_GPS,wang_shen_2020
86.723,29.419,"4230",11,24.9,1.2,0.7,BX09_GPS,wang_shen_2020
85.214,29.441,"4231",9,24.8,0.4,0.3,BX10_GPS,wang_shen_2020
83.325,30.133,"4232",4.4,22.1,1,0.6,BX11_GPS,wang_shen_2020
117.407,38.357,"4233",5.5,-1,0.2,0.2,C001_GPS,wang_shen_2020
117.178,38.047,"4234",4.3,-1.3,0.3,0.3,C005_GPS,wang_shen_2020
114.65,38.332,"4235",4.2,-2.3,0.3,0.3,C006_GPS,wang_shen_2020
116.832,37.651,"4236",3.8,-2.1,0.5,0.5,C009_GPS,wang_shen_2020
115.672,37.699,"4237",6.2,-2.9,0.6,0.6,C011_GPS,wang_shen_2020
114.899,37.618,"4238",4.3,-2.9,0.6,0.6,C012_GPS,wang_shen_2020
114.399,37.872,"4239",4.6,-2.4,0.6,0.7,C013_GPS,wang_shen_2020
113.939,38.344,"4240",4.2,-2.4,0.3,0.3,C014_GPS,wang_shen_2020
114.178,38.217,"4241",4.5,-2.7,0.4,0.4,C015_GPS,wang_shen_2020
113.613,37.834,"4242",4.4,-2.8,0.2,0.2,C017_GPS,wang_shen_2020
117.571,37.614,"4243",4.3,-2.5,0.4,0.4,C018_GPS,wang_shen_2020
116.558,37.318,"4244",4.8,-2.3,0.5,0.5,C019_GPS,wang_shen_2020
115.394,37.33,"4245",6.1,-2.3,0.4,0.4,C022_GPS,wang_shen_2020
114.763,37.361,"4246",4.8,-4.2,0.6,0.6,C023_GPS,wang_shen_2020
116.605,36.946,"4247",5,-2.4,0.5,0.5,C026_GPS,wang_shen_2020
116.223,36.339,"4248",4.1,-2.2,0.3,0.3,C027_GPS,wang_shen_2020
115.418,36.477,"4249",5.6,-3.1,0.3,0.3,C028_GPS,wang_shen_2020
114.684,36.439,"4250",4,-1.8,0.5,0.5,C030_GPS,wang_shen_2020
114.21,36.697,"4251",4.6,-3,0.4,0.4,C031_GPS,wang_shen_2020
116.562,35.41,"4252",5.1,-1.2,0.5,0.5,C034_GPS,wang_shen_2020
116.094,35.788,"4253",4.7,-3,0.3,0.3,C035_GPS,wang_shen_2020
115.793,36.14,"4254",5,-2.2,0.3,0.3,C036_GPS,wang_shen_2020
114.537,35.567,"4255",4.5,-3.9,0.3,0.3,C038_GPS,wang_shen_2020
113.775,35.5,"4256",5.4,-3,0.2,0.2,C040_GPS,wang_shen_2020
113.792,36.01,"4257",5.3,-2.9,0.3,0.3,C041_GPS,wang_shen_2020
113.441,36.206,"4258",5.3,-2.7,0.3,0.2,C042_GPS,wang_shen_2020
115.422,35.25,"4259",5.3,-3.1,0.4,0.3,C044_GPS,wang_shen_2020
115.085,35.294,"4260",6.4,-3.9,0.4,0.4,C045_GPS,wang_shen_2020
114.174,35.17,"4261",5.5,-3.7,0.2,0.2,C046_GPS,wang_shen_2020
113.212,35.268,"4262",5.6,-2.8,0.2,0.2,C047_GPS,wang_shen_2020
115.63,34.435,"4263",5.3,-3.3,0.3,0.3,C049_GPS,wang_shen_2020
114.361,34.751,"4264",5.8,-3.3,0.4,0.4,C050_GPS,wang_shen_2020
112.405,34.703,"4265",6.2,-2.5,0.3,0.3,C052_GPS,wang_shen_2020
113.864,34.028,"4266",5.7,-2.6,0.3,0.3,C053_GPS,wang_shen_2020
